_id	type	street	neighborhood	council_district
2795	Crosswalk - Two Lined	EUREKA ST	Mount Washington	3
2796	Crosswalk - Two Lined	HABERMAN AVE	Mount Washington	3
2797	Crosswalk - Two Lined	MCLAIN ST	Allentown	3
2798	Crosswalk - Two Lined	MCLAIN ST	Allentown	3
2799	Crosswalk - Two Lined	ALLEN ST	Allentown	3
2800	Crosswalk - Two Lined	ALLEN ST	Allentown	3
2801	Crosswalk - Two Lined	ALLEN ST	Allentown	3
2802	Crosswalk - Two Lined	EUREKA ST	Allentown	3
2803	Crosswalk - Two Lined	EUREKA ST	Allentown	3
2804	Crosswalk - Two Lined	E WARRINGTON AVE	Beltzhoover	3
2805	Crosswalk - Two Lined	BUTLER ST	Central Lawrenceville	7
2806	Crosswalk - Two Lined	E WARRINGTON AVE	Beltzhoover	3
2807	Crosswalk - Two Lined	E WARRINGTON AVE	Beltzhoover	3
2808	Crosswalk - Two Lined	E WARRINGTON AVE	Allentown	3
2809	Crosswalk - Two Lined	E WARRINGTON AVE	Allentown	3
2810	Crosswalk - Two Lined	E WARRINGTON AVE	Allentown	3
2811	Crosswalk - Two Lined	E WARRINGTON AVE	Allentown	3
2812	Crosswalk - Two Lined	E WARRINGTON AVE	Allentown	3
2813	Crosswalk - Two Lined	SARAH ST	South Side Flats	3
2814	Crosswalk - Two Lined	SARAH ST	South Side Flats	3
2815	Crosswalk - Two Lined	SARAH ST	South Side Flats	3
2816	Crosswalk - Continental	44TH ST	Central Lawrenceville	7
2817	Crosswalk - Two Lined	SARAH ST	South Side Flats	3
2818	Crosswalk - Two Lined	SARAH ST	South Side Flats	3
2819	Crosswalk - Two Lined	SARAH ST	South Side Flats	3
2820	Crosswalk - Two Lined	SARAH ST	South Side Flats	3
2821	Crosswalk - Two Lined	SARAH ST	South Side Flats	3
2822	Crosswalk - Two Lined	NEWTON ST	South Side Slopes	3
2823	Crosswalk - Two Lined	ARLINGTON AVE	Allentown	3
2824	Crosswalk - Two Lined	S 20TH ST	South Side Flats	3
2825	Crosswalk - Two Lined	S 20TH ST	South Side Flats	3
2826	Crosswalk - Two Lined	ARLINGTON AVE	Allentown	3
2827	Crosswalk - Continental	BUTLER ST	Central Lawrenceville	7
2828	Crosswalk - Two Lined	ARLINGTON AVE	Allentown	3
2829	Crosswalk - Two Lined	ARLINGTON AVE	Allentown	3
2830	Crosswalk - Two Lined	ARLINGTON AVE	Allentown	3
2831	Crosswalk - Two Lined	ARLINGTON AVE	Allentown	3
2832	Crosswalk - Two Lined	ARLINGTON AVE	Allentown	3
2833	Crosswalk - Two Lined	ARLINGTON AVE	Arlington	3
2834	Crosswalk - Two Lined	ARLINGTON AVE	Arlington	3
2835	Crosswalk - Two Lined	ARLINGTON AVE	South Side Slopes	3
2836	Crosswalk - Two Lined	BROWNSVILLE RD	Knoxville	
2837	Crosswalk - Continental	44TH ST	Central Lawrenceville	7
2838	Crosswalk - Two Lined	BROWNSVILLE RD	Knoxville	3
2839	Crosswalk - Two Lined	BROWNSVILLE RD	Knoxville	
2840	Crosswalk - Continental	BROWNSVILLE RD	Carrick	4
2841	Crosswalk - Continental	BROWNSVILLE RD	Carrick	4
2842	Crosswalk - Continental	BROWNSVILLE RD	Carrick	4
2843	Crosswalk - Continental	BROWNSVILLE RD	Carrick	4
2844	Crosswalk - Continental	BROWNSVILLE RD	Carrick	4
2845	Crosswalk - Continental	BROWNSVILLE RD	Carrick	4
2846	Crosswalk - Continental	BROWNSVILLE RD	Carrick	4
2847	Crosswalk - Continental	BROWNSVILLE RD	Carrick	4
2848	Crosswalk - Continental	BUTLER ST	Central Lawrenceville	7
2849	Crosswalk - Continental	BROWNSVILLE RD	Carrick	4
2850	Crosswalk - Continental	BROWNSVILLE RD	Carrick	4
2851	Crosswalk - Continental	BROWNSVILLE RD	Carrick	4
2852	Crosswalk - Two Lined	BROWNSVILLE RD	Carrick	4
2853	Crosswalk - Two Lined	BROWNSVILLE RD	Carrick	4
2854	Crosswalk - Ladder	BROWNSVILLE RD	Carrick	4
2855	Crosswalk - Two Lined	BROWNSVILLE RD	Carrick	4
2856	Crosswalk - Two Lined	BROWNSVILLE RD	Carrick	4
2857	Crosswalk - Two Lined	BROWNSVILLE RD	Carrick	4
2858	Crosswalk - Two Lined	BROWNSVILLE RD	Carrick	
2859	Crosswalk - Two Lined	SUMMIT ST	Central Lawrenceville	7
2860	Crosswalk - Two Lined	BROWNSVILLE RD	Carrick	
2861	Crosswalk - Two Lined	BAUSMAN ST	Beltzhoover	4
2862	Crosswalk - Continental	BAUSMAN ST	Bon Air	4
2863	Crosswalk - Continental	SAW MILL RUN BLVD	Beltzhoover	4
2864	Crosswalk - Continental	SAW MILL RUN BLVD	Bon Air	4
2865	Crosswalk - Continental	SAW MILL RUN BLVD	Mount Washington	4
2866	Crosswalk - Continental	SAW MILL RUN BLVD	Mount Washington	2
2867	Crosswalk - Continental	SAW MILL RUN BLVD	Mount Washington	2
2868	Crosswalk - Continental	SAW MILL RUN BLVD	Bon Air	4
2869	Crosswalk - Continental	SAW MILL RUN BLVD	Carrick	4
2870	Crosswalk - Continental	45TH ST	Central Lawrenceville	7
2871	Crosswalk - Continental	SAW MILL RUN BLVD	Brookline	4
2872	Crosswalk - Continental	SAW MILL RUN BLVD	Brookline	4
2873	Crosswalk - Continental	SAW MILL RUN BLVD	Overbrook	4
2874	Crosswalk - Continental	SAW MILL RUN BLVD	Overbrook	4
2875	Crosswalk - Continental	SAW MILL RUN BLVD	Brookline	4
2876	Crosswalk - Continental	SAW MILL RUN BLVD	Overbrook	4
2877	Crosswalk - Continental	SAW MILL RUN BLVD	Overbrook	4
2878	Crosswalk - Continental	SAW MILL RUN BLVD	Overbrook	4
2879	Crosswalk - Continental	SAW MILL RUN BLVD	Overbrook	4
2880	Crosswalk - Continental	SAW MILL RUN BLVD	Overbrook	4
2881	Crosswalk - Ladder	21ST ST	Strip District	7
2882	Crosswalk - Continental	BUTLER ST	Central Lawrenceville	7
2883	Crosswalk - Continental	SAW MILL RUN BLVD	Overbrook	4
2884	Crosswalk - Continental	SAW MILL RUN BLVD	Overbrook	4
2885	Crosswalk - Continental	PROVOST RD	Overbrook	4
2886	Crosswalk - Ladder	W LIBERTY AVE	Beechview	4
2887	Crosswalk - Ladder	W LIBERTY AVE	Beechview	4
2888	Crosswalk - Ladder	W LIBERTY AVE	Beechview	4
2889	Crosswalk - Ladder	W LIBERTY AVE	Brookline	4
2890	Crosswalk - Ladder	W LIBERTY AVE	Beechview	4
2891	Crosswalk - Ladder	W LIBERTY AVE	Beechview	4
2892	Crosswalk - Ladder	W LIBERTY AVE	Beechview	4
2893	Crosswalk - Continental	45TH ST	Central Lawrenceville	7
2894	Crosswalk - Ladder	W LIBERTY AVE	Beechview	4
2895	Crosswalk - Ladder	W LIBERTY AVE	Beechview	4
2896	Crosswalk - Ladder	W LIBERTY AVE	Beechview	4
2897	Crosswalk - Ladder	W LIBERTY AVE	Brookline	4
2898	Crosswalk - Ladder	PIONEER AVE	Brookline	4
2899	Crosswalk - Ladder	HARGROVE ST	Beechview	4
2900	Crosswalk - Continental	CRANE AVE	Mount Washington	4
2901	Crosswalk - Continental	BANKSVILLE RD	Banksville	2
2902	Crosswalk - Continental	BANKSVILLE RD	Beechview	2
2903	Crosswalk - Continental	BANKSVILLE RD	Banksville	2
2904	Crosswalk - Continental	BUTLER ST	Central Lawrenceville	7
2905	Crosswalk - Continental	BANKSVILLE RD	Banksville	2
2906	Crosswalk - Continental	BANKSVILLE RD	Banksville	2
2907	Crosswalk - Continental	BANKSVILLE RD	Banksville	2
2908	Crosswalk - Continental	MCMONAGLE AVE	Banksville	2
2909	Crosswalk - Two Lined	MCMONAGLE AVE	Banksville	2
2910	Crosswalk - Two Lined	N MEADOWCROFT AVE	Banksville	2
2911	Crosswalk - Continental	POTOMAC AVE	Banksville	2
2912	Crosswalk - Continental	POTOMAC AVE	Banksville	2
2913	Crosswalk - Continental	COAST AVE	Beechview	2
2914	Crosswalk - Continental	CRANE AVE	Banksville	2
2915	Crosswalk - Two Lined	LAWRENCE ST	Central Lawrenceville	7
2916	Crosswalk - Two Lined	CRANE AVE	Beechview	4
2917	Crosswalk - Two Lined	CRANE AVE	Beechview	4
2918	Crosswalk - Two Lined	CARNAHAN RD	Banksville	2
2919	Crosswalk - Two Lined	CARNAHAN RD	Banksville	2
2920	Crosswalk - Two Lined	CARNAHAN RD	Banksville	2
2921	Crosswalk - Two Lined	YOUNGER AVE	Banksville	2
2922	Crosswalk - Two Lined	GEARING AVE	Beltzhoover	3
2923	Crosswalk - Two Lined	GEARING AVE	Beltzhoover	3
2924	Crosswalk - Two Lined	DELMONT AVE	Beltzhoover	3
2925	Crosswalk - Two Lined	DELMONT AVE	Beltzhoover	3
2926	Crosswalk - Ladder	46TH ST	Central Lawrenceville	7
2927	Crosswalk - Two Lined	SYLVANIA AVE	Beltzhoover	3
2928	Crosswalk - Two Lined	SYLVANIA AVE	Beltzhoover	3
2929	Crosswalk - Two Lined	SYLVANIA AVE	Beltzhoover	3
2930	Crosswalk - Two Lined	SYLVANIA AVE	Beltzhoover	3
2931	Crosswalk - Two Lined	CEDARHURST ST	Beltzhoover	3
2932	Crosswalk - Two Lined	CEDARHURST ST	Beltzhoover	3
2933	Crosswalk - Two Lined	CEDARHURST ST	Beltzhoover	3
2934	Crosswalk - Two Lined	HABERMAN AVE	Beltzhoover	3
2935	Crosswalk - Two Lined	ESTELLA AVE	Beltzhoover	3
2936	Crosswalk - Two Lined	ESTELLA AVE	Beltzhoover	3
2937	Crosswalk - Two Lined	DAVISON ST	Central Lawrenceville	7
2938	Crosswalk - Two Lined	ESTELLA AVE	Beltzhoover	3
2939	Crosswalk - Two Lined	ESTELLA AVE	Beltzhoover	3
2940	Crosswalk - Two Lined	ESTELLA AVE	Beltzhoover	3
2941	Crosswalk - Two Lined	ESTELLA AVE	Beltzhoover	3
2942	Crosswalk - Two Lined	CLIMAX ST	Beltzhoover	3
2943	Crosswalk - Two Lined	CLIMAX ST	Allentown	3
2944	Crosswalk - Two Lined	CHARLES ST	Knoxville	3
2945	Crosswalk - Two Lined	CHARLES ST	Knoxville	3
2946	Crosswalk - Two Lined	CHARLES ST	Knoxville	3
2947	Crosswalk - Two Lined	CHARLES ST	Knoxville	3
2948	Crosswalk - Two Lined	46TH ST	Central Lawrenceville	7
2949	Crosswalk - Two Lined	AMANDA AVE	Knoxville	
2950	Crosswalk - Two Lined	BAUSMAN ST	Knoxville	3
2951	Crosswalk - Two Lined	BAUSMAN ST	Knoxville	3
2952	Crosswalk - Two Lined	BAUSMAN ST	Knoxville	3
2953	Crosswalk - Two Lined	KNOX AVE	Knoxville	3
2954	Crosswalk - Two Lined	KNOX AVE	Knoxville	3
2955	Crosswalk - Two Lined	KNOX AVE	Knoxville	3
2956	Crosswalk - Two Lined	KNOX AVE	Knoxville	3
2957	Crosswalk - Two Lined	KNOX AVE	Allentown	3
2958	Crosswalk - Two Lined	CLIMAX ST	Allentown	3
2959	Crosswalk - Two Lined	40TH ST	Lower Lawrenceville	7
2960	Crosswalk - Two Lined	ROCHELLE ST	Knoxville	3
2961	Crosswalk - Two Lined	ROCHELLE ST	Knoxville	3
2962	Crosswalk - Two Lined	GEORGIA AVE	Knoxville	3
2963	Crosswalk - Two Lined	GEORGIA AVE	Knoxville	3
2964	Crosswalk - Two Lined	GEORGIA AVE	Knoxville	3
2965	Crosswalk - Two Lined	GRIMES AVE	Knoxville	3
2966	Crosswalk - Two Lined	GRIMES AVE	Knoxville	3
2967	Crosswalk - Two Lined	GRIMES AVE	Knoxville	3
2968	Crosswalk - Two Lined	GRIMES AVE	Knoxville	3
2969	Crosswalk - Two Lined	GRIMES AVE	Knoxville	3
2970	Crosswalk - Two Lined	PENN AVE	Bloomfield	7
2971	Crosswalk - Two Lined	BAUSMAN ST	Knoxville	3
2972	Crosswalk - Two Lined	BAUSMAN ST	Knoxville	3
2973	Crosswalk - Two Lined	ZARA ST	Knoxville	3
2974	Crosswalk - Two Lined	ZARA ST	Knoxville	3
2975	Crosswalk - Two Lined	GRIMES AVE	Knoxville	3
2976	Crosswalk - Two Lined	KNOX AVE	Knoxville	3
2977	Crosswalk - Two Lined	KNOX AVE	Knoxville	3
2978	Crosswalk - Two Lined	AMANDA ST	Knoxville	3
2979	Crosswalk - Two Lined	CALLE AVE	Bon Air	4
2980	Crosswalk - Two Lined	CALLE AVE	Bon Air	4
2981	Crosswalk - Two Lined	40TH ST	Bloomfield	7
2982	Crosswalk - Two Lined	CALLE AVE	Bon Air	4
2983	Crosswalk - Two Lined	CAMFIELD ST	Bon Air	4
2984	Crosswalk - Two Lined	CONNISTON AVE	Bon Air	4
2985	Crosswalk - Two Lined	CONNISTON AVE	Bon Air	4
2986	Crosswalk - Two Lined	MCKINLEY ST	Knoxville	3
2987	Crosswalk - Two Lined	MOUNTAIN AVE	Mt. Oliver	3
2988	Crosswalk - Two Lined	MOUNTAIN AVE	Mt. Oliver	3
2989	Crosswalk - Two Lined	MOUNTAIN AVE	Mt. Oliver	3
2990	Crosswalk - Two Lined	FISHER ST	Mt. Oliver	3
2991	Crosswalk - Two Lined	ORMSBY ST	Mt. Oliver	3
2992	Crosswalk - Ladder	PENN AVE	Strip District	7
2993	Crosswalk - Two Lined	PENN AVE	Lower Lawrenceville	7
2994	Crosswalk - Two Lined	OTTILLIA ST	Mount Oliver Borough	
2995	Crosswalk - Two Lined	OTTILLIA ST	Mount Oliver Borough	
2996	Crosswalk - Two Lined	SCHULER ST	St. Clair	3
2997	Crosswalk - Two Lined	SPRING ST	Arlington	3
2998	Crosswalk - Two Lined	SPRING ST	Arlington	3
2999	Crosswalk - Two Lined	SPRING ST	Arlington	3
3000	Crosswalk - Two Lined	SPRING ST	Arlington	3
3001	Crosswalk - Two Lined	CLOVER ST	Arlington	3
3002	Crosswalk - Two Lined	CLOVER ST	Arlington	3
3003	Crosswalk - Two Lined	CLOVER ST	Arlington	3
3004	Crosswalk - Two Lined	HOWLEY ST	Bloomfield	7
3005	Crosswalk - Two Lined	ELEANOR ST	Arlington	3
3006	Crosswalk - Two Lined	STERLING ST	Arlington	3
3007	Crosswalk - Two Lined	STERLING ST	South Side Slopes	3
3008	Crosswalk - Two Lined	FERNLEAF ST	South Side Slopes	3
3009	Crosswalk - Two Lined	SALISBURY ST	South Side Slopes	3
3010	Crosswalk - Two Lined	JOSEPHINE ST	South Side Slopes	3
3011	Crosswalk - Two Lined	JOSEPHINE ST	South Side Slopes	3
3012	Crosswalk - Two Lined	JOSEPHINE ST	South Side Slopes	3
3013	Crosswalk - Ladder	JOSEPHINE ST	South Side Slopes	3
3014	Crosswalk - Ladder	JOSEPHINE ST	South Side Slopes	3
3015	Crosswalk - Two Lined	40TH ST	Bloomfield	7
3016	Crosswalk - Two Lined	ABEL ST	Arlington	3
3017	Crosswalk - Two Lined	MISSION ST	South Side Slopes	3
3018	Crosswalk - Two Lined	MISSION ST BRG	South Side Slopes	3
3019	Crosswalk - Two Lined	S 27TH ST	South Side Slopes	3
3020	Crosswalk - Two Lined	S 18TH ST	South Side Slopes	3
3021	Crosswalk - Ladder	S 18TH ST	South Side Slopes	3
3022	Crosswalk - Two Lined	S 18TH ST	South Side Slopes	3
3023	Crosswalk - Two Lined	MONASTERY AVE	South Side Slopes	3
3024	Crosswalk - Two Lined	MONASTERY AVE	South Side Slopes	3
3025	Crosswalk - Two Lined	ST MARTIN ST	South Side Slopes	3
3026	Crosswalk - Two Lined	LIBERTY AVE	Bloomfield	7
3027	Crosswalk - Two Lined	BROSVILLE ST	South Side Slopes	3
3028	Crosswalk - Two Lined	PIUS ST	South Side Slopes	3
3029	Crosswalk - Two Lined	PIUS ST	South Side Slopes	3
3030	Crosswalk - Two Lined	PIUS ST	South Side Slopes	3
3031	Crosswalk - Two Lined	PIUS ST	South Side Slopes	3
3032	Crosswalk - Two Lined	MARY ST	South Side Flats	3
3033	Crosswalk - Two Lined	MARY ST	South Side Flats	3
3034	Crosswalk - Ladder	MARY ST	South Side Flats	3
3035	Crosswalk - Ladder	MARY ST	South Side Flats	3
3036	Crosswalk - Two Lined	MARY ST	South Side Flats	3
3037	Crosswalk - Two Lined	40TH ST	Lower Lawrenceville	7
3038	Crosswalk - Two Lined	JANE ST	South Side Flats	3
3039	Crosswalk - Two Lined	JANE ST	South Side Flats	3
3040	Crosswalk - Two Lined	JANE ST	South Side Flats	3
3041	Crosswalk - Two Lined	JANE ST	South Side Flats	3
3042	Crosswalk - Two Lined	JANE ST	South Side Flats	3
3043	Crosswalk - Two Lined	JANE ST	South Side Flats	3
3044	Crosswalk - Two Lined	JANE ST	South Side Flats	3
3045	Crosswalk - Two Lined	SARAH ST	South Side Flats	3
3046	Crosswalk - Two Lined	SARAH ST	South Side Flats	3
3047	Crosswalk - Two Lined	SARAH ST	South Side Flats	3
3048	Crosswalk - Two Lined	LIBERTY AVE	Lower Lawrenceville	7
3049	Crosswalk - Two Lined	SARAH ST	South Side Flats	3
3050	Crosswalk - Two Lined	SARAH ST	South Side Flats	3
3051	Crosswalk - Two Lined	SARAH ST	South Side Flats	3
3052	Crosswalk - Two Lined	SARAH ST	South Side Flats	3
3053	Crosswalk - Two Lined	SARAH ST	South Side Flats	3
3054	Crosswalk - Two Lined	SARAH ST	South Side Flats	3
3055	Crosswalk - Two Lined	SARAH ST	South Side Flats	3
3056	Crosswalk - Two Lined	SARAH ST	South Side Flats	3
3057	Crosswalk - Ladder	SARAH ST	South Side Flats	3
3058	Crosswalk - Two Lined	S 21ST ST	South Side Flats	3
3059	Crosswalk - Two Lined	31ST ST	Strip District	7
3060	Crosswalk - Ladder	SARAH ST	South Side Flats	3
3061	Crosswalk - Two Lined	S 21ST ST	South Side Flats	3
3062	Crosswalk - Two Lined	SARAH ST	South Side Flats	3
3063	Crosswalk - Two Lined	SARAH ST	South Side Flats	3
3064	Crosswalk - Two Lined	S 22ND ST	South Side Flats	3
3065	Crosswalk - Two Lined	S 22ND ST	South Side Flats	3
3066	Crosswalk - Two Lined	BIRMINGHAM BRG	South Side Flats	3
3067	Crosswalk - Two Lined	S 28TH ST	South Side Flats	3
3068	Crosswalk - Two Lined	S 28TH ST	South Side Flats	3
3069	Crosswalk - Two Lined	S 23RD ST	South Side Flats	3
3070	Crosswalk - Two Lined	PENN AVE	Strip District	7
3071	Crosswalk - Two Lined	S 27TH ST	South Side Flats	3
3072	Crosswalk - Two Lined	S 23RD ST	South Side Flats	3
3073	Crosswalk - Two Lined	S 27TH ST	South Side Flats	3
3074	Crosswalk - Two Lined	S 27TH ST	South Side Flats	3
3075	Crosswalk - Two Lined	S 24TH ST	South Side Flats	3
3076	Crosswalk - Two Lined	S 24TH ST	South Side Flats	3
3077	Crosswalk - Two Lined	S 27TH ST	South Side Flats	3
3078	Crosswalk - Two Lined	S 25TH ST	South Side Flats	3
3079	Crosswalk - Two Lined	S 25TH ST	South Side Flats	3
3080	Crosswalk - Two Lined	S 26TH ST	South Side Flats	3
3081	Crosswalk - Two Lined	31ST ST BRG	Strip District	7
3082	Crosswalk - Two Lined	S 28TH ST	South Side Flats	3
3083	Crosswalk - Two Lined	S 26TH ST	South Side Flats	3
3084	Crosswalk - Two Lined	S 28TH ST	South Side Flats	3
3085	Crosswalk - Two Lined	S 28TH ST	South Side Flats	3
3086	Crosswalk - Two Lined	S 28TH ST	South Side Flats	3
3087	Crosswalk - Two Lined	SIDNEY ST	South Side Flats	3
3088	Crosswalk - Two Lined	SIDNEY ST	South Side Flats	3
3089	Crosswalk - Brick and Markings	SIDNEY ST	South Side Flats	3
3090	Crosswalk - Two Lined	SIDNEY ST	South Side Flats	3
3091	Crosswalk - Two Lined	SIDNEY ST	South Side Flats	3
3092	Crosswalk - Ladder	SMALLMAN ST	Strip District	7
3093	Crosswalk - Two Lined	SIDNEY ST	South Side Flats	3
3094	Crosswalk - Two Lined	SIDNEY ST	South Side Flats	3
3095	Crosswalk - Brick and Markings	S 28TH ST	South Side Flats	3
3096	Crosswalk - Two Lined	S 28TH ST	South Side Flats	3
3097	Crosswalk - Two Lined	S WATER ST	South Side Flats	3
3098	Crosswalk - Brick and Markings	S WATER ST	South Side Flats	3
3099	Crosswalk - Brick and Markings	S WATER ST	South Side Flats	3
3100	Crosswalk - Ladder	TUNNEL BLVD	South Side Flats	3
3101	Crosswalk - Two Lined	TUNNEL BLVD	South Side Flats	3
3102	Crosswalk - Two Lined	TUNNEL BLVD	South Side Flats	3
3103	Crosswalk - Ladder	21ST ST	Strip District	7
3104	Crosswalk - Ladder	15TH ST	Strip District	7
3105	Crosswalk - Two Lined	TUNNEL BLVD	South Side Flats	3
3106	Crosswalk - Two Lined	TUNNEL BLVD	South Side Flats	3
3107	Crosswalk - Brick and Markings	TUNNEL BLVD	South Side Flats	3
3108	Crosswalk - Brick and Markings	CINEMA ST	South Side Flats	3
3109	Crosswalk - Brick and Markings	CINEMA ST	South Side Flats	3
3110	Crosswalk - Two Lined	S 27TH ST	South Side Flats	3
3111	Crosswalk - Brick Only	S 27TH ST	South Side Flats	3
3112	Crosswalk - Two Lined	S 27TH ST	South Side Flats	3
3113	Crosswalk - Two Lined	S 27TH ST	South Side Flats	3
3114	Crosswalk - Two Lined	S 26TH ST	South Side Flats	3
3115	Crosswalk - Ladder	SMALLMAN ST	Strip District	7
3116	Crosswalk - Two Lined	S 26TH ST	South Side Flats	3
3117	Crosswalk - Two Lined	S 26TH ST	South Side Flats	3
3118	Crosswalk - Two Lined	S 26TH ST	South Side Flats	3
3119	Crosswalk - Two Lined	E CARSON ST	South Side Flats	3
3120	Crosswalk - Two Lined	S 25TH ST	South Side Flats	3
3121	Crosswalk - Two Lined	S 25TH ST	South Side Flats	3
3122	Crosswalk - Two Lined	S 24TH ST	South Side Flats	3
3123	Crosswalk - Two Lined	S 24TH ST	South Side Flats	3
3124	Crosswalk - Two Lined	S 23RD ST	South Side Flats	3
3125	Crosswalk - Two Lined	S 23RD ST	South Side Flats	3
3126	Crosswalk - Two Lined	48TH ST	Central Lawrenceville	7
3127	Crosswalk - Two Lined	S 22ND ST	South Side Flats	3
3128	Crosswalk - Two Lined	S 22ND ST	South Side Flats	3
3129	Crosswalk - Two Lined	S 22ND ST	South Side Flats	3
3130	Crosswalk - Two Lined	S 22ND ST	South Side Flats	3
3131	Crosswalk - Two Lined	S 22ND ST	South Side Flats	3
3132	Crosswalk - Two Lined	S 21ST ST	South Side Flats	3
3133	Crosswalk - Two Lined	S 21ST ST	South Side Flats	3
3134	Crosswalk - Two Lined	S 21ST ST	South Side Flats	3
3135	Crosswalk - Two Lined	S 21ST ST	South Side Flats	3
3136	Crosswalk - Two Lined	S 21ST ST	South Side Flats	3
3137	Crosswalk - Two Lined	PLUMMER ST	Central Lawrenceville	7
3138	Crosswalk - Two Lined	S 21ST ST	South Side Flats	3
3139	Crosswalk - Two Lined	S 21ST ST	South Side Slopes	3
3140	Crosswalk - Ladder	S 21ST ST	South Side Slopes	3
3141	Crosswalk - Two Lined	S 20TH ST	South Side Flats	3
3142	Crosswalk - Two Lined	S 20TH ST	South Side Flats	3
3143	Crosswalk - Two Lined	S 20TH ST	South Side Flats	3
3144	Crosswalk - Two Lined	S 20TH ST	South Side Flats	3
3145	Crosswalk - Two Lined	S 19TH ST	South Side Flats	3
3146	Crosswalk - Two Lined	S 19TH ST	South Side Flats	3
3147	Crosswalk - Two Lined	S 19TH ST	South Side Flats	3
3148	Crosswalk - Continental	BUTLER ST	Central Lawrenceville	7
3149	Crosswalk - Two Lined	S 19TH ST	South Side Flats	3
3150	Crosswalk - Two Lined	SIDNEY ST	South Side Flats	3
3151	Crosswalk - Two Lined	SIDNEY ST	South Side Flats	3
3152	Crosswalk - Two Lined	SIDNEY ST	South Side Flats	3
3153	Crosswalk - Two Lined	SIDNEY ST	South Side Flats	3
3154	Crosswalk - Two Lined	WHARTON ST	South Side Flats	3
3155	Crosswalk - Two Lined	WHARTON ST	South Side Flats	3
3156	Crosswalk - Two Lined	WHARTON ST	South Side Flats	3
3157	Crosswalk - Two Lined	S 18TH ST	South Side Flats	3
3158	Crosswalk - Two Lined	S 18TH ST	South Side Flats	3
3159	Crosswalk - Two Lined	FISK ST	Central Lawrenceville	7
3160	Crosswalk - Two Lined	S 17TH ST	South Side Flats	3
3161	Crosswalk - Two Lined	S 17TH ST	South Side Flats	3
3162	Crosswalk - Two Lined	S 17TH ST	South Side Flats	3
3163	Crosswalk - Two Lined	SARAH ST	South Side Flats	3
3164	Crosswalk - Two Lined	S 14TH ST	South Side Flats	3
3165	Crosswalk - Two Lined	S 14TH ST	South Side Flats	3
3166	Crosswalk - Two Lined	S 15TH ST	South Side Flats	3
3167	Crosswalk - Two Lined	MURIEL ST	South Side Flats	3
3168	Crosswalk - Two Lined	MURIEL ST	South Side Flats	3
3169	Crosswalk - Ladder	RIVERFRONT PARK	South Side Flats	3
3170	Crosswalk - Two Lined	DAVISON ST	Central Lawrenceville	7
3171	Crosswalk - Ladder	RIVERFRONT PARK	South Side Flats	3
3172	Crosswalk - Ladder	RIVERFRONT PARK	South Side Flats	3
3173	Crosswalk - Two Lined	JANE ST	South Side Flats	3
3174	Crosswalk - Two Lined	BINGHAM ST	South Side Flats	3
3175	Crosswalk - Two Lined	BINGHAM ST	South Side Flats	3
3176	Crosswalk - Two Lined	S 13TH ST	South Side Flats	3
3177	Crosswalk - Two Lined	S 13TH ST	South Side Flats	3
3178	Crosswalk - Two Lined	S 10TH ST	South Side Flats	3
3179	Crosswalk - Two Lined	S 10TH ST	South Side Flats	3
3180	Crosswalk - Two Lined	BINGHAM ST	South Side Flats	3
3181	Crosswalk - Two Lined	FISK ST	Central Lawrenceville	7
3182	Crosswalk - Two Lined	BINGHAM ST	South Side Flats	3
3183	Crosswalk - Ladder	BINGHAM ST	South Side Flats	3
3184	Crosswalk - Ladder	S 4TH ST	South Side Flats	3
3185	Crosswalk - Ladder	S 9TH ST	South Side Flats	3
3186	Crosswalk - Two Lined	COAL PL	South Side Flats	3
3187	Crosswalk - Two Lined	COAL PL	South Side Flats	3
3188	Crosswalk - Two Lined	S WATER ST	South Side Flats	3
3189	Crosswalk - Two Lined	S WATER ST	South Side Flats	3
3190	Crosswalk - Continental	NOBLES LN	Carrick	4
3191	Crosswalk - Two Lined	NOBLES LN	Carrick	4
3192	Crosswalk - Two Lined	DAVISON ST	Central Lawrenceville	7
3193	Crosswalk - Two Lined	NOBLES LN	Carrick	4
3194	Crosswalk - Continental	NOBLES LN	Carrick	4
3195	Crosswalk - Continental	COLERAIN ST	Carrick	4
3196	Crosswalk - Two Lined	NEWETT ST	Carrick	4
3197	Crosswalk - Two Lined	PLATEAU ST	Carrick	4
3198	Crosswalk - Two Lined	GLADE ST	Carrick	4
3199	Crosswalk - Two Lined	BIRMINGHAM AVE	Carrick	4
3200	Crosswalk - Continental	BIRMINGHAM AVE	Carrick	4
3201	Crosswalk - Continental	THE BOULEVARD	Carrick	4
3202	Crosswalk - Two Lined	THE BOULEVARD	Carrick	4
3203	Crosswalk - Two Lined	MAIN ST	Central Lawrenceville	7
3204	Crosswalk - Two Lined	THE BOULEVARD	Carrick	4
